NroC,Temperatura[K],Presion[MPa],Densidad[g/cm3],Densidad[kg/m3],PaperID
7,323.15,40,0.69431,694.31,P25
7,323.15,30.1,0.6878,687.8,P9
7,323.15,20.4,0.6802,680.2,P9
7,323.15,20,0.67779,677.79,P25
7,323.15,10.1,0.6691,669.1,P9
7,323.15,0.1,0.6578,657.8,P25
7,323.15,0.1,0.6589,658.9,P9
7,323.2,98.06,0.73108,731.08,P8
7,323.25,0.098,0.65916,659.16,P8
7,332.94,50,0.69533,695.33,P5
7,332.94,45,0.69183,691.83,P5
7,332.94,40,0.68812,688.12,P5
7,332.94,37.5,0.68622,686.22,P5
7,332.94,35,0.68422,684.22,P5
7,332.94,32.5,0.6823,682.3,P5
7,332.94,30,0.68013,680.13,P5
7,332.94,27.5,0.67801,678.01,P5
7,332.94,25,0.67581,675.81,P5
7,332.94,22.5,0.67351,673.51,P5
7,332.94,20.01,0.67126,671.26,P5
7,332.94,17.5,0.6688,668.8,P5
7,332.94,15,0.6664,666.4,P5
7,332.94,12.51,0.6638,663.8,P5
7,332.94,10,0.66113,661.13,P5
7,332.94,7.5,0.6584,658.4,P5
7,332.94,5,0.65549,655.49,P5
7,332.94,2.99,0.65309,653.09,P5
7,332.94,1.99,0.65189,651.89,P5
7,352.89,50.02,0.683,683,P5
7,352.89,45.02,0.6791,679.1,P5
7,352.89,40,0.67505,675.05,P5
7,352.89,37.5,0.673,673,P5
7,352.89,35,0.6708,670.8,P5
7,352.89,32.51,0.6686,668.6,P5
7,352.89,30,0.6663,666.3,P5
7,352.89,27.5,0.664,664,P5
7,352.89,25,0.66159,661.59,P5
7,352.89,22.5,0.65901,659.01,P5
7,352.89,20.01,0.65649,656.49,P5
7,352.89,17.52,0.65379,653.79,P5
7,352.89,15.02,0.65099,650.99,P5
7,352.89,12.52,0.64809,648.09,P5
7,352.89,10,0.64509,645.09,P5
7,352.89,7.5,0.64194,641.94,P5
7,352.89,5.01,0.63859,638.59,P5
7,352.89,3.01,0.63579,635.79,P5
7,352.89,2,0.63439,634.39,P5
7,362.83,98.06,0.7095,709.5,P8
7,362.85,49.03,0.6759,675.9,P8
7,362.92,0.098,0.62263,622.63,P8
7,363.07,24.51,0.65431,654.31,P8
7,392.04,98.06,0.69622,696.22,P8
7,393.01,24.51,0.63469,634.69,P8
7,393.14,49.03,0.65793,657.93,P8
7,422.24,98.06,0.67962,679.62,P8
7,422.58,24.51,0.61128,611.28,P8
7,422.6,49.03,0.63889,638.89,P8
7,453.16,98.06,0.66638,666.38,P8
7,453.24,49.03,0.62156,621.56,P8
7,453.4,24.51,0.58905,589.05,P8
7,470.1,49.03,0.61178,611.78,P8
7,470.19,98.06,0.6587,658.7,P8
7,470.19,24.51,0.57455,574.55,P8
8,292.99,12.51,0.71294,712.94,P5
8,292.99,3,0.70533,705.33,P5
8,293,25,0.72192,721.92,P5
8,293,22.5,0.72022,720.22,P5
8,293,20,0.71842,718.42,P5
8,293,17.49,0.71664,716.64,P5
8,293,15.01,0.71482,714.82,P5
8,293,10.01,0.71102,711.02,P5
8,293,7.51,0.70903,709.03,P5
8,293,5.02,0.70703,707.03,P5
8,293,2,0.70453,704.53,P5
8,293.01,30.01,0.72522,725.22,P5
8,293.01,27.51,0.72362,723.62,P5
8,293.02,50.02,0.7373,737.3,P5
8,293.02,45.01,0.73442,734.42,P5
8,293.02,40.01,0.73152,731.52,P5
8,293.02,37.5,0.72992,729.92,P5
8,293.02,35.01,0.72842,728.42,P5
8,293.02,32.5,0.72682,726.82,P5
8,293.15,0.101325,0.7025,702.5,P2
8,293.21,8.004,0.70925,709.25,P7
8,293.213,13.01,0.71321,713.21,P7
8,293.214,30.002,0.72554,725.54,P7
8,293.214,1.996,0.70376,703.76,P7
8,293.216,10.009,0.71088,710.88,P7
8,293.216,6.001,0.70757,707.57,P7
8,293.217,3.994,0.70571,705.71,P7
8,293.218,28.004,0.72419,724.19,P7
8,293.219,22.012,0.71976,719.76,P7
8,293.219,16.009,0.71543,715.43,P7
8,293.22,25.004,0.72188,721.88,P7
8,293.22,19.011,0.71757,717.57,P7
8,298.06,50.01,0.73421,734.21,P5
8,298.06,45,0.73127,731.27,P5
8,298.06,40,0.72827,728.27,P5
8,298.06,37.5,0.72668,726.68,P5
8,298.06,35,0.7251,725.1,P5
8,298.06,32.5,0.72347,723.47,P5
8,298.06,30,0.72185,721.85,P5
8,298.06,27.5,0.72022,720.22,P5
8,298.06,25,0.71847,718.47,P5
8,298.06,22.51,0.71667,716.67,P5
8,298.06,20,0.71487,714.87,P5
8,298.06,17.5,0.71307,713.07,P5
8,298.06,15.01,0.71124,711.24,P5
8,298.06,12.51,0.70925,709.25,P5
8,298.06,10.01,0.70727,707.27,P5
8,298.06,7.5,0.70524,705.24,P5
8,298.06,5,0.70309,703.09,P5
8,298.06,3,0.70137,701.37,P5
8,298.06,2,0.70055,700.55,P5
8,298.15,197.2,0.7942,794.2,P11
8,298.15,179.6,0.7887,788.7,P11
8,298.15,159.5,0.782,782,P11
8,298.15,139.9,0.7749,774.9,P11
8,298.15,139.7,0.7748,774.8,P11
8,298.15,120.1,0.7673,767.3,P11
8,298.15,100.3,0.7591,759.1,P11
8,298.15,80.1,0.7498,749.8,P11
8,298.15,80,0.7496,749.6,P11
8,298.15,60.9,0.74,740,P11
8,298.15,40.6,0.7283,728.3,P11
8,298.15,20.9,0.7152,715.2,P11
8,298.15,0.1,0.6986,698.6,P11
8,303.02,50.01,0.73082,730.82,P5
8,303.02,45.01,0.72785,727.85,P5
8,303.02,40,0.72476,724.76,P5
8,303.02,37.51,0.72313,723.13,P5
8,303.02,35.01,0.72156,721.56,P5
8,303.02,32.51,0.7199,719.9,P5
8,303.02,30,0.71821,718.21,P5
8,303.02,27.5,0.71651,716.51,P5
8,303.02,25,0.71473,714.73,P5
8,303.02,22.5,0.71298,712.98,P5
8,303.02,20,0.7111,711.1,P5
8,303.02,17.5,0.7092,709.2,P5
8,303.02,15,0.7073,707.3,P5
8,303.02,12.5,0.70529,705.29,P5
8,303.02,10,0.70322,703.22,P5
8,303.02,7.51,0.70113,701.13,P5
8,303.02,5.01,0.69897,698.97,P5
8,303.02,3.01,0.69718,697.18,P5
8,303.02,2.01,0.69628,696.28,P5
8,312.99,20,0.70429,704.29,P5
8,312.99,17.5,0.70226,702.26,P5
8,312.99,15,0.70027,700.27,P5
8,312.99,12.51,0.69812,698.12,P5
8,312.99,10.01,0.69599,695.99,P5
8,312.99,7.51,0.69372,693.72,P5
8,312.99,5.01,0.69143,691.43,P5
8,312.99,2.99,0.68951,689.51,P5
8,312.99,2.01,0.68854,688.54,P5
8,313,50.01,0.72491,724.91,P5
8,313,45,0.72179,721.79,P5
8,313,40.01,0.71858,718.58,P5
8,313,37.5,0.71693,716.93,P5
8,313,35.01,0.71528,715.28,P5
8,313,32.5,0.71351,713.51,P5
8,313,30.01,0.71174,711.74,P5
8,313,27.5,0.70995,709.95,P5
8,313,25,0.70819,708.19,P5
8,313,22.5,0.70627,706.27,P5
8,313.102,19.006,0.7035,703.5,P7
8,313.103,30.001,0.71215,712.15,P7
8,313.103,27.998,0.71067,710.67,P7
8,313.103,25,0.70839,708.39,P7
8,313.103,21.998,0.70605,706.05,P7
8,313.104,5.999,0.69207,692.07,P7
8,313.105,16.009,0.70084,700.84,P7
8,313.106,13.005,0.69826,698.26,P7
8,313.106,10.009,0.69559,695.59,P7
8,313.106,7.997,0.69385,693.85,P7
8,313.107,2.007,0.68827,688.27,P7
8,313.109,4,0.69026,690.26,P7
8,318.15,10,0.69122,691.22,P12
8,318.15,7.5,0.68905,689.05,P12
8,318.15,5,0.68677,686.77,P12
8,318.15,3,0.68489,684.89,P12
8,318.15,1,0.68289,682.89,P12
8,318.15,0.1,0.68189,681.89,P12
8,321.85,274.4,0.802,802,P3
8,321.85,241,0.792,792,P3
8,321.85,207.6,0.783,783,P3
8,321.85,172.5,0.771,771,P3
8,321.85,139.9,0.76,760,P3
8,321.85,111.3,0.748,748,P3
8,321.85,84,0.735,735,P3
8,321.85,56.3,0.721,721,P3
8,321.85,28.5,0.702,702,P3
8,321.85,14.3,0.688,688,P3
8,323,64.65,0.7253,725.3,P6
8,323,55.57,0.7193,719.3,P6
8,323,44.99,0.7119,711.9,P6
8,323,34.52,0.704,704,P6
8,323,24.4,0.6955,695.5,P6
8,323,12.86,0.6847,684.7,P6
8,323.15,201.8,0.7848,784.8,P11
8,323.15,180.7,0.7777,777.7,P11
8,323.15,160.3,0.7705,770.5,P11
8,323.15,141.6,0.7632,763.2,P11
8,323.15,141.5,0.7634,763.4,P11
8,323.15,120.3,0.7547,754.7,P11
8,323.15,101,0.7461,746.1,P11
8,323.15,80.1,0.7356,735.6,P11
8,323.15,80.1,0.7358,735.8,P11
8,323.15,60.6,0.725,725,P11
8,323.15,40,0.712,712,P11
8,323.15,20.1,0.697,697,P11
8,323.15,10,0.68751,687.51,P12
8,323.15,7.5,0.68526,685.26,P12
8,323.15,5,0.68301,683.01,P12
8,323.15,3,0.68091,680.91,P12
8,323.15,1,0.67877,678.77,P12
8,323.15,0.1,0.67778,677.78,P12
8,323.15,0.1,0.6782,678.2,P11
8,328.15,10,0.68393,683.93,P12
8,328.15,7.5,0.68178,681.78,P12
8,328.15,5,0.67936,679.36,P12
8,328.15,3,0.67698,676.98,P12
8,328.15,1,0.67523,675.23,P12
8,328.15,0.1,0.67416,674.16,P12
8,332.94,17.5,0.68773,687.73,P5
8,332.94,15,0.68543,685.43,P5
8,332.94,12.5,0.68306,683.06,P5
8,332.94,10,0.68061,680.61,P5
8,332.94,7.5,0.67817,678.17,P5
8,332.94,5,0.67549,675.49,P5
8,332.94,3,0.67329,673.29,P5
8,332.94,2,0.67219,672.19,P5
8,332.95,50.01,0.71254,712.54,P5
8,332.95,45.01,0.70919,709.19,P5
8,332.95,40.01,0.70579,705.79,P5
8,332.95,37.5,0.70389,703.89,P5
8,332.95,35.01,0.70204,702.04,P5
8,332.95,32.5,0.70019,700.19,P5
8,332.95,30,0.69819,698.19,P5
8,332.95,27.5,0.69619,696.19,P5
8,332.95,25.01,0.69419,694.19,P5
8,332.95,22.5,0.69214,692.14,P5
8,332.95,20.01,0.68999,689.99,P5
8,333.005,22.003,0.69191,691.91,P7
8,333.006,19.006,0.68924,689.24,P7
8,333.007,30.012,0.69861,698.61,P7
8,333.008,28.003,0.69699,696.99,P7
8,333.008,25.006,0.69449,694.49,P7
8,333.008,8.014,0.67882,678.82,P7
8,333.008,3.993,0.67449,674.49,P7
8,333.008,2.005,0.67219,672.19,P7
8,333.009,16.002,0.68647,686.47,P7
8,333.009,13.004,0.6836,683.6,P7
8,333.009,5.998,0.67669,676.69,P7
8,333.01,10.007,0.6808,680.8,P7
8,333.15,10,0.68027,680.27,P12
8,333.15,7.5,0.67793,677.93,P12
8,333.15,5,0.67539,675.39,P12
8,333.15,3,0.67328,673.28,P12
8,333.15,1,0.6709,670.9,P12
8,333.15,0.1,0.66988,669.88,P12
8,338.15,10,0.67631,676.31,P12
8,338.15,7.5,0.67384,673.84,P12
8,338.15,5,0.67127,671.27,P12
8,338.15,3,0.66913,669.13,P12
8,338.15,1,0.66651,666.51,P12
8,338.15,0.1,0.66559,665.59,P12
8,343.15,10,0.67199,671.99,P12
8,343.15,7.5,0.66967,669.67,P12
8,343.15,5,0.66708,667.08,P12
8,343.15,3,0.66472,664.72,P12
8,343.15,1,0.66233,662.33,P12
8,343.15,0.1,0.66122,661.22,P12
8,348,65.3,0.709,709,P6
8,348,55.65,0.7021,702.1,P6
8,348,44.8,0.6938,693.8,P6
8,348,34.91,0.6853,685.3,P6
8,348,24.05,0.6748,674.8,P6
8,348,15.49,0.6664,666.4,P6
8,348,8.73,0.6584,658.4,P6
8,348.15,201.9,0.7743,774.3,P11
8,348.15,180.8,0.767,767,P11
8,348.15,160.7,0.7595,759.5,P11
8,348.15,140.3,0.7513,751.3,P11
8,348.15,140.2,0.7512,751.2,P11
8,348.15,120.4,0.7427,742.7,P11
8,348.15,101,0.7334,733.4,P11
8,348.15,80.1,0.7224,722.4,P11
8,348.15,60.7,0.7106,710.6,P11
8,348.15,40.8,0.6967,696.7,P11
8,348.15,20.4,0.6796,679.6,P11
8,348.15,10,0.66796,667.96,P12
8,348.15,7.5,0.66534,665.34,P12
8,348.15,5,0.6626,662.6,P12
8,348.15,3,0.66022,660.22,P12
8,348.15,1,0.65779,657.79,P12
8,348.15,0.1,0.6567,656.7,P12
8,348.15,0.1,0.6572,657.2,P11
8,352.88,3,0.65655,656.55,P5
8,352.88,2,0.65538,655.38,P5
8,352.89,50.01,0.70017,700.17,P5
8,352.89,45.01,0.69653,696.53,P5
8,352.89,40,0.69273,692.73,P5
8,352.89,37.5,0.69076,690.76,P5
8,352.89,35.01,0.68874,688.74,P5
8,352.89,32.5,0.68674,686.74,P5
8,352.89,30,0.68454,684.54,P5
8,352.89,27.51,0.68236,682.36,P5
8,352.89,25,0.68014,680.14,P5
8,352.89,22.49,0.67779,677.79,P5
8,352.89,20,0.67552,675.52,P5
8,352.89,17.5,0.67294,672.94,P5
8,352.89,15,0.67038,670.38,P5
8,352.89,12.5,0.66774,667.74,P5
8,352.89,10,0.66494,664.94,P5
8,352.89,7.51,0.66209,662.09,P5
8,352.89,5.01,0.65909,659.09,P5
8,353.118,3.999,0.65799,657.99,P7
8,353.119,2.008,0.65538,655.38,P7
8,353.12,30.004,0.68534,685.34,P7
8,353.12,19,0.67499,674.99,P7
8,353.121,8.001,0.66311,663.11,P7
8,353.121,6,0.6605,660.5,P7
8,353.122,28.008,0.68356,683.56,P7
8,353.122,10.006,0.66545,665.45,P7
8,353.123,25.005,0.68081,680.81,P7
8,353.124,22.003,0.67796,677.96,P7
8,353.126,16.004,0.67205,672.05,P7
8,353.127,13.003,0.66883,668.83,P7
8,353.15,10,0.66424,664.24,P12
8,353.15,7.5,0.66155,661.55,P12
8,353.15,5,0.65862,658.62,P12
8,353.15,3,0.6562,656.2,P12
8,353.15,1,0.65362,653.62,P12
8,353.15,0.1,0.65239,652.39,P12
8,358.15,10,0.66025,660.25,P12
8,358.15,7.5,0.65767,657.67,P12
8,358.15,5,0.65471,654.71,P12
8,358.15,3,0.65218,652.18,P12
8,358.15,1,0.64946,649.46,P12
8,358.15,0.1,0.64814,648.14,P12
8,363.15,10,0.65655,656.55,P12
8,363.15,7.5,0.65373,653.73,P12
8,363.15,5,0.65077,650.77,P12
8,363.15,3,0.64812,648.12,P12
8,363.15,1,0.64524,645.24,P12
8,363.15,0.1,0.64379,643.79,P12
8,373,66.48,0.6939,693.9,P6
8,373,55.2,0.6853,685.3,P6
8,373,45.01,0.6764,676.4,P6
8,373,35.24,0.6675,667.5,P6
8,373,23.82,0.656,656,P6
8,373,15.58,0.6468,646.8,P6
8,373,9.04,0.6407,640.7,P6
8,373,8,0.6394,639.4,P6
8,373.15,200.9,0.7642,764.2,P11
8,373.15,180.5,0.7567,756.7,P11
8,373.15,160.3,0.7488,748.8,P11
8,373.15,140.9,0.7406,740.6,P11
8,373.15,120,0.7309,730.9,P11
8,373.15,101.1,0.7213,721.3,P11
8,373.15,80.2,0.7093,709.3,P11
8,373.15,60,0.696,696,P11
8,373.15,39.9,0.6804,680.4,P11
8,373.15,20.6,0.662,662,P11
8,373.15,10,0.64821,648.21,P12
8,373.15,7.5,0.64519,645.19,P12
8,373.15,5,0.64209,642.09,P12
8,373.15,3,0.63934,639.34,P12
8,373.15,1,0.63632,636.32,P12
8,373.15,0.1,0.63479,634.79,P12
8,373.15,0.1,0.6353,635.3,P11
8,398,65.68,0.6777,677.7,P6
8,398,58.45,0.6714,671.4,P6
8,398,55.44,0.6697,669.7,P6
8,398,44.9,0.6591,659.1,P6
8,398,41.85,0.6576,657.6,P6
8,398,34.57,0.6499,649.9,P6
8,398,23.87,0.6372,637.2,P6
8,398,22.5,0.6366,636.6,P6
8,398,13.57,0.6229,622.9,P6
8,398.15,192.3,0.75,750,P11
8,398.15,160.2,0.7372,737.2,P11
8,398.15,159.5,0.7369,736.9,P11
8,398.15,120.9,0.719,719,P11
8,398.15,80.9,0.6958,695.8,P11
8,398.15,79.4,0.6948,694.8,P11
8,398.15,42,0.6659,665.9,P11
8,398.15,21.6,0.6444,644.4,P11
8,398.15,21.6,0.6446,644.6,P11
8,423,66.35,0.6631,663.1,P6
8,423,63.39,0.66,660,P6
8,423,56.4,0.6542,654.2,P6
8,423,46.64,0.6451,645.1,P6
8,423,36.64,0.6342,634.2,P6
8,423,33.24,0.631,631,P6
8,423,23.5,0.6172,617.2,P6
8,423,14.85,0.6027,602.7,P6
8,423.15,192.5,0.7411,741.1,P11
8,423.15,161.3,0.7282,728.2,P11
8,423.15,159.7,0.7275,727.5,P11
8,423.15,121.5,0.7086,708.6,P11
8,423.15,80.7,0.6835,683.5,P11
8,423.15,80.4,0.6833,683.3,P11
8,423.15,41.1,0.6503,650.3,P11
8,423.15,21.4,0.6268,626.8,P11
8,423.15,21.4,0.6269,626.9,P11
8,423.35,275.7,0.768,768,P3
8,423.35,240.6,0.756,756,P3
8,423.35,207.5,0.744,744,P3
8,423.35,172.9,0.73,730,P3
8,423.35,139,0.714,714,P3
8,423.35,111.2,0.699,699,P3
8,423.35,84.2,0.681,681,P3
8,423.35,56.1,0.659,659,P3
8,423.35,28.7,0.628,628,P3
8,448,58.21,0.6427,642.7,P6
8,448,55.41,0.6388,638.8,P6
8,448,51.4,0.6339,633.9,P6
8,448,42.76,0.6248,624.8,P6
8,448,37.76,0.6184,618.4,P6
8,448,34.37,0.6146,614.6,P6
8,448,29.16,0.6082,608.2,P6
8,448,19.41,0.5914,591.4,P6
8,448,11.54,0.5796,579.6,P6
8,448.15,193,0.732,732,P11
8,448.15,160.3,0.7175,717.5,P11
8,448.15,159.4,0.7171,717.1,P11
8,448.15,121.5,0.6974,697.4,P11
8,448.15,81.4,0.6715,671.5,P11
8,448.15,80.5,0.671,671,P11
8,448.15,41.2,0.6351,635.1,P11
8,448.15,21,0.6079,607.9,P11
8,473.15,193.4,0.723,723,P11
8,473.15,161.3,0.7083,708.3,P11
8,473.15,160.7,0.708,708,P11
8,473.15,121.1,0.6867,686.7,P11
8,473.15,81.5,0.6596,659.6,P11
8,473.15,81.1,0.6593,659.3,P11
8,473.15,41.1,0.62,620,P11
8,473.15,20,0.5877,587.7,P11
8,473.15,19.3,0.5864,586.4,P11
8,521.55,276.9,0.73,730,P3
8,521.55,242.7,0.718,718,P3
8,521.55,208.7,0.704,704,P3
8,521.55,174.6,0.689,689,P3
8,521.55,140.5,0.672,672,P3
8,521.55,112,0.655,655,P3
8,521.55,82.9,0.636,636,P3
8,521.55,55.9,0.614,614,P3
8,521.55,28,0.571,571,P3
8,521.55,15.4,0.538,538,P3
9,283.15,65.01,0.76408,764.08,P10
9,283.15,60.03,0.76166,761.66,P10
9,283.15,55.02,0.75919,759.19,P10
9,283.15,50.01,0.75662,756.62,P10
9,283.15,45.05,0.75399,753.99,P10
9,283.15,40.01,0.75123,751.23,P10
9,283.15,35.05,0.74845,748.45,P10
9,283.15,30.04,0.74552,745.52,P10
9,283.15,25.02,0.74254,742.54,P10
9,283.15,20.04,0.73941,739.41,P10
9,283.15,15.02,0.73614,736.14,P10
9,283.15,10.02,0.73275,732.75,P10
9,283.15,5.04,0.72917,729.17,P10
9,283.15,5.02,0.72922,729.22,P10
9,283.15,1.01,0.72622,726.22,P10
9,293.07,27.51,0.73796,737.96,P5
9,293.07,17.5,0.73126,731.26,P5
9,293.07,12.51,0.72775,727.75,P5
9,293.07,10.01,0.72585,725.85,P5
9,293.07,7.51,0.724,724,P5
9,293.07,5,0.72212,722.12,P5
9,293.07,3.01,0.72053,720.53,P5
9,293.07,2,0.71964,719.64,P5
9,293.08,50.01,0.75128,751.28,P5
9,293.08,45.01,0.74848,748.48,P5
9,293.08,40.01,0.74557,745.57,P5
9,293.08,37.51,0.74417,744.17,P5
9,293.08,35.01,0.74267,742.67,P5
9,293.08,32.5,0.74115,741.15,P5
9,293.08,30.01,0.73957,739.57,P5
9,293.08,25,0.73646,736.46,P5
9,293.08,22.51,0.73466,734.66,P5
9,293.08,20,0.73296,732.96,P5
9,293.08,15.01,0.72955,729.55,P5
9,293.15,0.101325,0.7177,717.7,P2
9,293.208,7.996,0.72442,724.42,P7
9,293.208,1.993,0.71936,719.36,P7
9,293.209,29.995,0.73958,739.58,P7
9,293.21,13.001,0.728,728,P7
9,293.21,5.993,0.72288,722.88,P7
9,293.211,3.991,0.72116,721.16,P7
9,293.213,27.997,0.73831,738.31,P7
9,293.213,10.001,0.72592,725.92,P7
9,293.214,22.005,0.73414,734.14,P7
9,293.215,24.997,0.73613,736.13,P7
9,293.215,19.004,0.73211,732.11,P7
9,293.216,16,0.73002,730.02,P7
9,298.05,50.01,0.74826,748.26,P5
9,298.05,45.01,0.74533,745.33,P5
9,298.05,40,0.74246,742.46,P5
9,298.05,37.51,0.74095,740.95,P5
9,298.05,35,0.73945,739.45,P5
9,298.05,32.5,0.73785,737.85,P5
9,298.05,30.01,0.73625,736.25,P5
9,298.05,27.5,0.73464,734.64,P5
9,298.05,25,0.73296,732.96,P5
9,298.05,22.5,0.73134,731.34,P5
9,298.05,20.01,0.72954,729.54,P5
9,298.05,17.5,0.72783,727.83,P5
9,298.05,15,0.72603,726.03,P5
9,298.05,12.5,0.72421,724.21,P5
9,298.05,10,0.72223,722.23,P5
9,298.05,7.51,0.72032,720.32,P5
9,298.05,5,0.71835,718.35,P5
9,298.05,3,0.71672,716.72,P5
9,298.05,2,0.71582,715.82,P5
9,298.15,65.01,0.75548,755.48,P10
9,298.15,60.02,0.75292,752.92,P10
9,298.15,55.04,0.75031,750.31,P10
9,298.15,50.01,0.74756,747.56,P10
9,298.15,45.06,0.74479,744.79,P10
9,298.15,40.01,0.74188,741.88,P10
9,298.15,35.05,0.73887,738.87,P10
9,298.15,30.01,0.73576,735.76,P10
9,298.15,25.04,0.73254,732.54,P10
9,298.15,20.04,0.72917,729.17,P10
9,298.15,15.06,0.7257,725.7,P10
9,298.15,10.03,0.72194,721.94,P10
9,298.15,5.04,0.71812,718.12,P10
9,298.15,5.01,0.71808,718.08,P10
9,298.15,1.02,0.71483,714.83,P10
9,303.02,10.01,0.71857,718.57,P5
9,303.02,5.01,0.71452,714.52,P5
9,303.02,3,0.71282,712.82,P5
9,303.03,50.01,0.74519,745.19,P5
9,303.03,45.01,0.74221,742.21,P5
9,303.03,40,0.73921,739.21,P5
9,303.03,37.5,0.73771,737.71,P5
9,303.03,35.01,0.73618,736.18,P5
9,303.03,32.51,0.73451,734.51,P5
9,303.03,30.01,0.73291,732.91,P5
9,303.03,27.51,0.73121,731.21,P5
9,303.03,25,0.72951,729.51,P5
9,303.03,22.5,0.72781,727.81,P5
9,303.03,20,0.72602,726.02,P5
9,303.03,17.51,0.72424,724.24,P5
9,303.03,15,0.72242,722.42,P5
9,303.03,12.5,0.72052,720.52,P5
9,303.03,7.51,0.71662,716.62,P5
9,303.03,2,0.71202,712.02,P5
9,312.98,50.01,0.73904,739.04,P5
9,312.98,45.01,0.73599,735.99,P5
9,312.98,40,0.73289,732.89,P5
9,312.98,37.5,0.73129,731.29,P5
9,312.98,35.01,0.72968,729.68,P5
9,312.98,32.5,0.72798,727.98,P5
9,312.98,30,0.72628,726.28,P5
9,312.98,27.5,0.72427,724.27,P5
9,312.98,25.01,0.72277,722.77,P5
9,312.98,22.51,0.72097,720.97,P5
9,312.98,20.01,0.71911,719.11,P5
9,312.98,17.51,0.71726,717.26,P5
9,312.98,15.01,0.71526,715.26,P5
9,312.98,12.51,0.71325,713.25,P5
9,312.98,10.01,0.71124,711.24,P5
9,312.98,7.5,0.70911,709.11,P5
9,312.98,5,0.70694,706.94,P5
9,312.98,3.01,0.70521,705.21,P5
9,312.98,2.01,0.70424,704.24,P5
9,313.102,19.007,0.71818,718.18,P7
9,313.104,30.01,0.72621,726.21,P7
9,313.104,28.007,0.72482,724.82,P7
9,313.104,25.009,0.7227,722.7,P7
9,313.104,22.007,0.72052,720.52,P7
9,313.107,6.006,0.70762,707.62,P7
9,313.108,16.007,0.71576,715.76,P7
9,313.108,2,0.70408,704.08,P7
9,313.109,13.003,0.71328,713.28,P7
9,313.109,10.007,0.71092,710.92,P7
9,313.109,8.004,0.70924,709.24,P7
9,313.11,4.007,0.70588,705.88,P7
9,313.15,10,0.71012,710.12,P12
9,313.15,7.5,0.70808,708.08,P12
9,313.15,5,0.70606,706.06,P12
9,313.15,3,0.70432,704.32,P12
9,313.15,1,0.70249,702.49,P12
9,313.15,0.1,0.70166,701.66,P12
9,318.15,10,0.70661,706.61,P12
9,318.15,7.5,0.70471,704.71,P12
9,318.15,5,0.70259,702.59,P12
9,318.15,3,0.70086,700.86,P12
9,318.15,1,0.69895,698.95,P12
9,318.15,0.1,0.69807,698.07,P12
9,323.15,65.01,0.74102,741.02,P10
9,323.15,60.01,0.73819,738.19,P10
9,323.15,55.05,0.73535,735.35,P10
9,323.15,50.03,0.73236,732.36,P10
9,323.15,45.06,0.72927,729.27,P10
9,323.15,40.05,0.72609,726.09,P10
9,323.15,35.08,0.72275,722.75,P10
9,323.15,30.02,0.71922,719.22,P10
9,323.15,25.02,0.71563,715.63,P10
9,323.15,20.05,0.71184,711.84,P10
9,323.15,15.02,0.70781,707.81,P10
9,323.15,10.05,0.70357,703.57,P10
9,323.15,10,0.70279,702.79,P12
9,323.15,7.5,0.70082,700.82,P12
9,323.15,5.06,0.69909,699.09,P10
9,323.15,5.03,0.69904,699.04,P10
9,323.15,5,0.69859,698.59,P12
9,323.15,3,0.69671,696.71,P12
9,323.15,1.03,0.69527,695.27,P10
9,323.15,1,0.69481,694.81,P12
9,323.15,0.1,0.6939,693.9,P12
9,328.15,10,0.69936,699.36,P12
9,328.15,7.5,0.69734,697.34,P12
9,328.15,5,0.69512,695.12,P12
9,328.15,3,0.69324,693.24,P12
9,328.15,1,0.69123,691.23,P12
9,328.15,0.1,0.69024,690.24,P12
9,332.94,50.02,0.72647,726.47,P5
9,332.94,45.01,0.72317,723.17,P5
9,332.94,40,0.71982,719.82,P5
9,332.94,37.5,0.71811,718.11,P5
9,332.94,35.01,0.71641,716.41,P5
9,332.94,32.51,0.71451,714.51,P5
9,332.94,30,0.71268,712.68,P5
9,332.94,27.51,0.71078,710.78,P5
9,332.94,25.01,0.70887,708.87,P5
9,332.94,22.51,0.70686,706.86,P5
9,332.94,20,0.70482,704.82,P5
9,332.94,17.51,0.70268,702.68,P5
9,332.94,15.01,0.70062,700.62,P5
9,332.94,12.52,0.69834,698.34,P5
9,332.94,10.02,0.69604,696.04,P5
9,332.94,7.51,0.69369,693.69,P5
9,332.94,5,0.69124,691.24,P5
9,332.94,3,0.68924,689.24,P5
9,332.94,2.01,0.68819,688.19,P5
9,333.004,3.99,0.6906,690.6,P7
9,333.005,5.995,0.69258,692.58,P7
9,333.005,2.014,0.68853,688.53,P7
9,333.006,22.003,0.7065,706.5,P7
9,333.007,19.006,0.70403,704.03,P7
9,333.008,30.012,0.71274,712.74,P7
9,333.008,8.001,0.69451,694.51,P7
9,333.009,28.003,0.71123,711.23,P7
9,333.009,25.006,0.7089,708.9,P7
9,333.01,16.002,0.70148,701.48,P7
9,333.01,13.004,0.69884,698.84,P7
9,333.011,10.007,0.69611,696.11,P7
9,333.15,10,0.69559,695.59,P12
9,333.15,7.5,0.69322,693.22,P12
9,333.15,5,0.69085,690.85,P12
9,333.15,3,0.6888,688.8,P12
9,333.15,1,0.68684,686.84,P12
9,333.15,0.1,0.68589,685.89,P12
9,338.15,10,0.69185,691.85,P12
9,338.15,7.5,0.68957,689.57,P12
9,338.15,5,0.6871,687.1,P12
